WAVE,OPID,P011505,P011510,P011518,P011508,P99AG,P99ED01,P04ML01,JOBSAL
조사회차,패널ID,15세 아버지 직업,아버지 최종학력,15세 가정 형편,15세 부모님 관계,연령,학력,결혼경험,월 급여
7,732602,5,2,3,2,49,5,1,125
3,732802,3,6,3,3,43,6,1,150
7,732902,6,2,4,3,61,2,1,20
2,732904,7,2,2,2,26,7,2,80
3,732904,7,2,2,2,28,7,2,130
4,732904,7,2,2,2,30,7,2,140
6,732904,7,2,2,2,34,7,2,150
7,732904,7,2,2,2,36,7,2,170
1,733001,6,1,3,1,44,3,1,60
1,733102,6,1,4,3,41,4,1,200
2,733102,6,1,4,3,42,4,1,70
3,733102,6,1,4,3,44,4,1,40
4,733102,6,1,4,3,46,4,1,60
5,733102,6,1,4,3,48,4,1,80
6,733102,6,1,4,3,50,4,1,100
7,733102,6,1,4,3,52,4,1,80
2,733106,7,4,4,1,24,6,2,150
1,733202,6,2,4,2,41,7,1,80
1,733302,12,0,5,6,62,2,1,50
7,733302,12,0,5,6,73,2,1,30
1,733401,6,1,5,4,56,2,1,90
2,733401,6,1,5,4,57,2,1,130
3,733401,6,1,5,4,59,2,1,100
4,733401,6,1,5,4,61,2,1,60
5,733401,6,1,5,4,63,2,1,80
6,733401,6,1,5,4,65,2,1,30
7,733401,6,1,5,4,67,2,1,30
1,733502,6,1,5,2,53,2,1,150
7,733502,6,1,5,2,64,2,1,20
1,733601,6,2,4,1,60,2,1,70
2,733601,6,2,4,1,61,2,1,100
3,733601,6,2,4,1,63,2,1,100
4,733601,6,2,4,1,65,2,1,100
1,733702,12,0,2,6,63,2,1,150
6,733702,12,0,2,6,72,2,1,30
7,733702,12,0,2,6,74,2,1,40
1,733802,6,2,5,2,62,2,1,50
2,733802,6,2,5,2,63,2,1,80
3,733802,6,2,5,2,65,2,1,100
4,733802,6,2,5,2,67,2,1,50
7,733802,6,2,5,2,73,2,1,30
1,733902,6,2,2,2,58,2,1,100
6,733902,6,2,2,2,67,2,1,50
7,733902,6,2,2,2,69,2,1,50
1,734002,6,1,5,2,50,2,1,100
6,734002,6,1,5,2,59,2,1,50
7,734002,6,1,5,2,61,2,1,100
1,734102,6,2,3,3,44,2,1,300
6,734102,6,2,3,3,53,2,1,50
7,734102,6,2,3,3,55,2,1,100
1,734202,6,2,5,2,63,1,1,100
1,734302,6,2,3,2,57,2,1,100
6,734302,6,2,3,2,66,2,1,50
7,734302,6,2,3,2,68,2,1,40
1,734402,6,2,5,4,63,1,1,100
6,734402,6,2,5,4,72,1,1,30
7,734402,6,2,5,4,74,1,1,28
4,734503,3,4,3,3,37,7,2,200
5,734503,3,4,3,3,39,7,2,150
6,734503,3,4,3,3,41,7,2,200
7,734503,3,4,3,3,43,7,2,220
1,734702,2,4,4,3,29,4,1,400
1,734802,3,4,3,1,33,5,1,100
3,734802,3,4,3,1,36,5,1,50
4,734802,3,4,3,1,38,5,1,120
5,734802,3,4,3,1,40,5,1,100
6,734802,3,4,3,1,42,5,1,100
7,734802,3,4,3,1,44,5,1,150
1,734902,1,3,4,3,35,7,1,200
2,734902,1,3,4,3,36,7,1,170
3,734902,1,3,4,3,38,7,1,170
4,734902,1,3,4,3,40,7,1,150
5,734902,1,3,4,3,42,7,1,200
6,734902,1,3,4,3,44,7,1,350
7,734902,1,3,4,3,46,7,1,250
1,735002,6,3,5,4,39,8,1,178
2,735002,6,3,5,4,40,8,1,100
3,735002,6,3,5,4,42,8,1,600
5,735002,6,3,5,4,46,8,1,350
6,735002,6,3,5,4,48,8,1,300
7,735002,6,3,5,4,50,8,1,300
6,735003,3,6,3,2,26,7,2,160
7,735003,3,6,3,2,28,8,2,160
6,735004,3,6,3,2,24,7,2,140
7,735004,3,6,3,2,26,7,2,150
1,735101,12,0,2,6,54,2,1,50
2,735101,12,0,2,6,55,2,1,60
3,735101,12,0,2,6,57,2,1,80
4,735101,12,0,2,6,59,2,1,80
5,735101,12,0,2,6,61,2,1,80
6,735101,12,0,2,6,63,2,1,65
7,735101,12,0,2,6,65,2,1,70
5,735103,6,2,3,2,38,5,1,120
7,735103,6,2,3,2,42,5,1,137
2,735302,6,1,5,2,65,2,1,24
1,735401,6,1,5,3,64,1,1,20
2,735401,6,1,5,3,65,1,1,60
3,735401,6,1,5,3,67,1,1,80
4,735401,6,1,5,3,69,1,1,20
5,735401,6,1,5,3,71,1,1,12
6,735401,6,1,5,3,73,1,1,20
7,735401,6,1,5,3,75,1,1,40
1,735602,6,2,4,1,60,3,1,30
2,735602,6,2,4,1,61,3,1,30
3,735602,6,2,4,1,63,3,1,66
4,735602,6,2,4,1,65,3,1,100
5,735602,6,2,4,1,67,3,1,100
6,735602,6,2,4,1,69,3,1,85
7,735602,6,2,4,1,71,3,1,100
1,735702,6,2,3,2,58,2,1,200
2,735702,6,2,3,2,59,2,1,100
3,735702,6,2,3,2,61,2,1,70
4,735702,6,2,3,2,63,2,1,50
5,735702,6,2,3,2,65,2,1,80
6,735702,6,2,3,2,67,2,1,50
7,735702,6,2,3,2,69,2,1,50
1,735802,6,2,3,3,57,2,1,300
7,735802,6,2,3,3,68,2,1,20
1,735902,6,2,2,2,56,2,1,250
7,735902,6,2,2,2,67,2,1,30
1,736002,6,2,3,2,48,2,1,200
6,736002,6,2,3,2,57,2,1,60
7,736002,6,2,3,2,59,2,1,50
1,736102,6,2,3,2,52,2,1,300
6,736102,6,2,3,2,61,2,1,40
7,736102,6,2,3,2,63,2,1,170
6,736202,6,2,3,3,73,2,1,30
7,736202,6,2,3,3,75,2,1,30
1,736302,6,2,4,2,64,2,1,100
6,736302,6,2,4,2,73,2,1,100
7,736302,6,2,4,2,75,2,1,50
1,736402,5,2,2,2,61,3,1,150
5,736402,5,2,2,2,68,3,1,100
6,736402,5,2,2,2,70,3,1,80
7,736402,5,2,2,2,72,3,1,80
1,736502,6,2,3,1,62,2,1,200
6,736502,6,2,3,1,71,2,1,10
7,736502,6,2,3,1,73,2,1,70
1,736602,6,3,3,2,43,5,1,100
2,736602,6,3,3,2,44,5,1,100
3,736602,6,3,3,2,46,5,1,150
4,736602,6,3,3,2,48,5,1,100
5,736602,6,3,3,2,50,5,1,200
6,736602,6,3,3,2,52,5,1,100
7,736602,6,3,3,2,54,5,1,100
1,736702,6,1,4,2,60,2,1,20
5,736702,6,1,4,2,67,2,1,50
1,736801,3,5,3,2,60,3,1,40
2,736801,3,5,3,2,61,3,1,60
3,736801,3,5,3,2,63,3,1,70
4,736801,3,5,3,2,65,3,1,40
5,736801,3,5,3,2,67,3,1,30
6,736801,3,5,3,2,69,3,1,40
7,736801,3,5,3,2,71,3,1,40
1,737002,3,4,3,4,35,5,1,40
1,737202,6,4,3,2,42,5,1,100
2,737202,6,4,3,2,43,5,1,70
3,737202,6,4,3,2,45,5,1,100
4,737202,6,4,3,2,47,5,1,70
5,737202,6,4,3,2,49,5,1,110
6,737202,6,4,3,2,51,5,1,150
7,737202,6,4,3,2,53,5,1,150
6,737302,6,3,2,2,59,3,1,180
7,737302,6,3,2,2,61,3,1,200
6,737402,1,1,5,2,67,2,1,100
7,737402,1,1,5,2,69,2,1,100
3,737502,4,3,3,3,46,7,1,125
4,737502,4,3,3,3,48,7,1,150
5,737502,4,3,3,3,50,7,1,140
6,737502,4,3,3,3,52,7,1,150
7,737502,4,3,3,3,54,7,1,150
1,737801,6,3,4,2,59,2,1,40
2,737801,6,3,4,2,60,2,1,50
3,737801,6,3,4,2,62,2,1,80
4,737801,6,3,4,2,64,2,1,70
5,737801,6,3,4,2,66,2,1,50
6,737801,6,3,4,2,68,2,1,50
7,737801,6,3,4,2,70,2,1,50
1,738101,6,2,4,2,47,2,1,100
2,738101,6,2,4,2,48,2,1,200
3,738101,6,2,4,2,50,2,1,250
4,738101,6,2,4,2,52,2,1,200
5,738101,6,2,4,2,54,2,1,80
7,738101,6,2,4,2,58,2,1,100
1,738302,5,3,5,4,41,4,1,100
2,738302,5,3,5,4,42,4,1,100
3,738302,5,3,5,4,44,4,1,100
4,738302,5,3,5,4,46,4,1,200
5,738302,5,3,5,4,48,4,1,200
1,738402,6,2,4,2,36,4,1,100
2,738402,6,2,4,2,37,4,1,120
3,738402,6,2,4,2,39,4,1,150
4,738402,6,2,4,2,41,4,1,200
5,738402,6,2,4,2,43,4,1,200
6,738402,6,2,4,2,45,4,1,180
7,738402,6,2,4,2,47,4,1,180
1,738502,12,0,4,6,43,4,1,200
2,738502,12,0,4,6,44,4,1,200
3,738502,12,0,4,6,46,4,1,200
4,738502,12,0,4,6,48,4,1,180
5,738502,12,0,4,6,50,4,1,100
6,738502,12,0,4,6,52,4,1,180
7,738502,12,0,4,6,54,4,1,130
1,738602,7,4,4,3,33,5,1,100
2,738602,7,4,4,3,34,5,1,150
4,738602,7,4,4,3,38,5,1,60
5,738602,7,4,4,3,40,5,1,65
6,738602,7,4,4,3,42,5,1,40
7,738602,7,4,4,3,44,5,1,40
6,738902,6,3,3,2,61,2,1,100
7,738902,6,3,3,2,63,2,1,70
1,739001,3,4,2,1,55,2,1,100
2,739001,3,4,2,1,56,2,1,130
3,739001,3,4,2,1,58,2,1,120
4,739001,3,4,2,1,60,2,1,80
5,739001,3,4,2,1,62,2,1,100
6,739001,3,4,2,1,64,2,1,150
7,739001,3,4,2,1,66,2,1,150
1,739102,6,2,4,3,55,2,1,70
2,739102,6,2,4,3,56,2,1,100
3,739102,6,2,4,3,58,2,1,60
4,739102,6,2,4,3,60,2,1,50
5,739102,6,2,4,3,62,2,1,100
6,739102,6,2,4,3,64,2,1,100
7,739102,6,2,4,3,66,2,1,100
1,739202,6,2,2,4,57,2,1,70
2,739202,6,2,2,4,58,2,1,170
3,739202,6,2,2,4,60,2,1,50
5,739202,6,2,2,4,64,2,1,170
6,739202,6,2,2,4,66,2,1,100
7,739202,6,2,2,4,68,2,1,50
1,739302,6,2,4,2,59,2,1,150
6,739302,6,2,4,2,68,2,1,60
7,739302,6,2,4,2,70,2,1,150
1,739402,6,2,2,2,50,3,1,300
2,739402,6,2,2,2,51,3,1,300
3,739402,6,2,2,2,53,3,1,300
4,739402,6,2,2,2,55,3,1,300
5,739402,6,2,2,2,57,3,1,100
6,739402,6,2,2,2,59,3,1,100
7,739402,6,2,2,2,61,3,1,150
1,739502,6,1,3,2,63,2,1,100
5,739502,6,1,3,2,70,2,1,50
6,739502,6,1,3,2,72,2,1,50
7,739502,6,1,3,2,74,2,1,30
1,739602,6,2,3,3,46,3,1,400
2,739602,6,2,3,3,47,3,1,100
3,739602,6,2,3,3,49,3,1,200
4,739602,6,2,3,3,51,3,1,100
5,739602,6,2,3,3,53,3,1,200
6,739602,6,2,3,3,55,3,1,100
7,739602,6,2,3,3,57,3,1,110
1,739702,12,0,4,6,60,2,1,150
7,739702,12,0,4,6,71,2,1,60
1,739802,6,2,3,6,55,2,1,200
7,739802,6,2,3,6,66,2,1,80
1,739902,6,2,3,2,46,3,1,300
6,739902,6,2,3,2,55,3,1,300
7,739902,6,2,3,2,57,3,1,400
1,740002,6,2,4,2,59,2,1,150
6,740002,6,2,4,2,68,2,1,50
7,740002,6,2,4,2,70,2,1,70
1,740101,6,3,1,1,54,3,1,75
4,740101,6,3,1,1,59,3,1,70
5,740101,6,3,1,1,61,3,1,85
6,740101,6,3,1,1,63,3,1,90
1,740202,6,2,3,2,52,5,1,200
1,740302,12,0,3,6,56,2,1,300
6,740302,12,0,3,6,65,2,1,30
7,740302,12,0,3,6,67,2,1,50
2,740304,5,4,3,2,27,6,2,80
3,740304,5,4,3,2,29,6,2,120
5,740304,5,4,3,2,33,6,1,180
6,740304,5,4,3,2,35,6,1,185
7,740304,5,4,3,2,37,6,1,210
1,740402,6,4,3,2,48,5,1,300
2,740502,6,2,3,2,61,3,1,100
3,740502,6,2,3,2,63,3,1,90
4,740502,6,2,3,2,65,3,1,80
1,740602,12,0,2,6,57,3,1,200
7,740602,12,0,2,6,68,3,1,150
1,740802,6,2,2,3,54,3,1,80
6,740802,6,2,2,3,63,3,1,50
7,740802,6,2,2,3,65,3,1,50
1,740902,6,2,3,3,56,2,1,300
6,740902,6,2,3,3,65,2,1,20
7,740902,6,2,3,3,67,2,1,20
1,741002,12,0,3,6,63,2,1,50
2,741002,12,0,3,6,64,2,1,70
3,741002,12,0,3,6,66,2,1,100
4,741002,12,0,3,6,68,2,1,30
6,741002,12,0,3,6,72,2,1,10
1,741102,6,2,2,4,55,3,1,70
2,741102,6,2,2,4,56,3,1,100
3,741102,6,2,2,4,58,3,1,80
4,741102,6,2,2,4,60,3,1,90
5,741102,6,2,2,4,62,3,1,100
3,741202,6,2,2,4,67,1,1,150
4,741202,6,2,2,4,69,1,1,170
5,741202,6,2,2,4,71,1,1,150
1,741302,6,2,4,3,49,2,1,300
5,741302,6,2,4,3,56,2,1,100
6,741302,6,2,4,3,58,2,1,100
7,741302,6,2,4,3,60,2,1,100
1,741402,7,3,3,1,50,3,1,200
6,741402,7,3,3,1,59,3,1,40
7,741402,7,3,3,1,61,3,1,50
1,741502,6,2,2,2,51,1,1,150
6,741502,6,2,2,2,60,1,1,50
7,741502,6,2,2,2,62,1,1,100
1,741602,6,2,4,3,44,2,1,300
6,741602,6,2,4,3,53,2,1,100
7,741602,6,2,4,3,55,2,1,50
1,741702,6,2,4,4,54,2,1,150
7,741702,6,2,4,4,65,2,1,30
1,741802,6,2,3,3,48,2,1,200
6,741802,6,2,3,3,57,2,1,100
7,741802,6,2,3,3,59,2,1,100
1,741902,6,2,4,2,45,3,1,30
2,741902,6,2,4,2,46,3,1,100
3,741902,6,2,4,2,48,3,1,50
4,741902,6,2,4,2,50,3,1,20
6,741902,6,2,4,2,54,3,1,50
7,741902,6,2,4,2,56,3,1,80
1,742002,6,2,4,2,39,5,1,300
6,742002,6,2,4,2,48,5,1,500
7,742002,6,2,4,2,50,5,1,500
1,742102,6,2,3,2,61,2,1,130
6,742102,6,2,3,2,70,2,1,30
7,742102,6,2,3,2,72,2,1,30
1,742202,6,3,2,2,57,2,1,30
2,742202,6,3,2,2,58,2,1,60
3,742202,6,3,2,2,60,2,1,50
4,742202,6,3,2,2,62,2,1,60
5,742202,6,3,2,2,64,2,1,40
6,742202,6,3,2,2,66,2,1,30
7,742202,6,3,2,2,68,2,1,30
1,742302,6,2,4,4,52,3,1,70
2,742302,6,2,4,4,53,3,1,60
3,742302,6,2,4,4,55,3,1,130
4,742302,6,2,4,4,57,3,1,50
5,742302,6,2,4,4,59,3,1,30
6,742302,6,2,4,4,61,3,1,20
7,742302,6,2,4,4,63,3,1,200
1,742402,5,2,3,3,36,4,1,120
2,742402,5,2,3,3,37,4,1,50
3,742402,5,2,3,3,39,4,1,100
4,742402,5,2,3,3,41,4,1,100
5,742402,5,2,3,3,43,4,1,200
6,742402,5,2,3,3,45,4,1,150
7,742402,5,2,3,3,47,4,1,150
1,742502,6,2,3,2,56,2,1,100
7,742502,6,2,3,2,67,2,1,30
1,742602,6,2,3,3,61,2,1,350
6,742602,6,2,3,3,70,2,1,100
7,742602,6,2,3,3,72,2,1,50
1,742702,6,3,3,2,44,5,1,350
6,742702,6,3,3,2,53,5,1,100
7,742702,6,3,3,2,55,5,1,100
1,742801,6,2,5,2,45,2,1,150
2,742801,6,2,5,2,46,2,1,100
3,742801,6,2,5,2,48,2,1,100
4,742801,6,2,5,2,50,2,1,100
5,742801,6,2,5,2,52,2,1,100
6,742801,6,2,5,2,54,2,1,120
7,742801,6,2,5,2,56,2,1,120
1,742901,6,2,3,2,63,2,1,70
2,742901,6,2,3,2,64,2,1,80
3,742901,6,2,3,2,66,2,1,200
4,742901,6,2,3,2,68,2,1,200
5,742901,6,2,3,2,70,2,1,50
6,742901,6,2,3,2,72,2,1,100
7,742901,6,2,3,2,74,2,1,100
1,743002,6,2,5,4,57,2,1,150
5,743002,6,2,5,4,64,2,1,50
6,743002,6,2,5,4,66,2,1,40
7,743002,6,2,5,4,68,2,1,50
1,743101,6,2,2,2,59,2,1,200
2,743101,6,2,2,2,60,2,1,100
3,743101,6,2,2,2,62,2,1,60
4,743101,6,2,2,2,64,2,1,100
5,743101,6,2,2,2,66,2,1,180
6,743101,6,2,2,2,68,2,1,80
7,743101,6,2,2,2,70,2,1,80
1,743202,12,0,3,6,57,3,1,150
6,743202,12,0,3,6,66,3,1,50
7,743202,12,0,3,6,68,3,1,50
1,743302,6,2,3,2,54,2,1,300
6,743302,6,2,3,2,63,2,1,150
7,743302,6,2,3,2,65,2,1,100
1,743402,6,2,4,3,55,2,1,200
6,743402,6,2,4,3,64,2,1,30
7,743402,6,2,4,3,66,2,1,30
1,743502,6,2,4,4,44,2,1,700
6,743502,6,2,4,4,53,2,1,100
7,743502,6,2,4,4,55,2,1,100
1,743602,7,2,4,2,49,2,1,300
6,743602,7,2,4,2,58,2,1,100
7,743602,7,2,4,2,60,2,1,50
1,743802,5,3,2,3,64,2,1,100
5,743802,5,3,2,3,71,2,1,20
6,743802,5,3,2,3,73,2,1,20
7,743802,5,3,2,3,75,2,1,27
3,743902,5,3,2,3,56,3,1,200
4,743902,5,3,2,3,58,3,1,50
5,743902,5,3,2,3,60,3,1,50
6,743902,5,3,2,3,62,3,1,150
7,743902,5,3,2,3,64,3,1,100
1,744002,12,0,4,6,59,2,1,100
6,744002,12,0,4,6,68,2,1,20
7,744002,12,0,4,6,70,2,1,27
1,744003,3,4,2,2,28,6,2,100
2,744003,3,4,2,2,29,6,2,130
3,744003,3,4,2,2,31,6,2,130
4,744003,3,4,2,2,33,6,2,130
5,744003,3,4,2,2,35,6,2,170
6,744003,3,4,2,2,37,6,2,200
7,744003,3,4,2,2,39,6,2,220
1,744102,6,3,3,3,33,5,1,200
2,744102,6,3,3,3,34,5,1,300
3,744102,6,3,3,3,36,5,1,300
4,744102,6,3,3,3,38,5,1,300
5,744102,6,3,3,3,40,5,1,400
6,744102,6,3,3,3,42,5,1,200
7,744102,6,3,3,3,44,5,1,300
1,744202,12,0,4,6,58,2,1,100
3,744302,6,2,4,6,43,3,1,90
4,744302,6,2,4,6,45,3,1,100
5,744302,6,2,4,6,47,3,1,150
6,744302,6,2,4,6,49,3,1,158
7,744302,6,2,4,6,51,3,1,170
3,744602,6,2,3,2,42,4,1,60
4,744602,6,2,3,2,44,4,1,70
5,744602,6,2,3,2,46,4,1,85
6,744602,6,2,3,2,48,4,1,105
7,744602,6,2,3,2,50,4,1,130
5,744802,6,1,2,2,67,2,1,70
6,744802,6,1,2,2,69,2,1,50
7,744902,6,1,5,2,66,2,1,60
5,745104,9,3,5,2,20,4,2,29
6,745104,9,3,5,2,22,4,2,33
6,745402,6,2,3,2,41,5,1,300
7,745402,6,2,3,2,43,5,1,300
1,745601,6,4,3,2,32,6,1,70
2,745601,6,4,3,2,33,6,1,100
3,745601,6,4,3,2,35,6,1,100
4,745601,6,4,3,2,37,6,1,108
5,745601,6,4,3,2,39,6,1,158
6,745601,6,4,3,2,41,6,1,160
7,745601,6,4,3,2,43,6,1,165
1,745701,6,2,5,5,58,2,1,50
2,745701,6,2,5,5,59,2,1,50
3,745701,6,2,5,5,61,2,1,80
4,745701,6,2,5,5,63,2,1,75
5,745701,6,2,5,5,65,2,1,120
7,745701,6,2,5,5,69,2,1,150
3,745703,6,4,3,3,33,4,1,100
4,745703,6,4,3,3,35,4,1,40
5,745703,6,4,3,3,37,4,1,120
6,745703,6,4,3,3,39,4,1,100
7,745703,6,4,3,3,41,4,1,100
7,745802,6,1,4,2,62,3,1,145
1,745902,7,2,3,3,35,4,1,180
2,745902,7,2,3,3,36,4,1,100
4,745902,7,2,3,3,40,4,1,100
5,745902,7,2,3,3,42,4,1,180
6,745902,7,2,3,3,44,4,1,300
7,745902,7,2,3,3,46,4,1,300
1,746002,6,2,3,2,45,5,1,200
3,746002,6,2,3,2,48,5,1,200
1,746102,6,2,3,2,55,3,1,100
2,746102,6,2,3,2,56,3,1,80
3,746102,6,2,3,2,58,3,1,100
4,746102,6,2,3,2,60,3,1,100
5,746102,6,2,3,2,62,3,1,107
6,746102,6,2,3,2,64,3,1,123
7,746102,6,2,3,2,66,3,1,140
6,746504,6,4,3,2,30,7,2,130
7,746504,6,4,3,2,32,7,2,130
1,746601,6,1,3,6,60,2,1,40
2,746601,6,1,3,6,61,2,1,90
3,746601,6,1,3,6,63,2,1,50
4,746601,6,1,3,6,65,2,1,60
5,746601,6,1,3,6,67,2,1,30
6,746601,6,1,3,6,69,2,1,50
7,746601,6,1,3,6,71,2,1,50
3,746801,6,2,2,2,63,2,1,80
1,746902,12,0,3,6,40,5,1,300
1,747002,6,2,2,2,64,2,1,70
1,747102,12,0,3,6,42,5,1,350
7,747102,12,0,3,6,53,5,1,50
1,747202,6,3,3,3,38,4,1,300
6,747202,6,3,3,3,47,4,1,200
7,747202,6,3,3,3,49,4,1,200
4,747302,7,3,4,2,31,4,1,10
5,747302,7,3,4,2,33,4,1,40
6,747302,7,3,4,2,35,4,1,70
7,747302,7,3,4,2,37,4,1,100
1,747402,6,1,3,2,60,1,1,100
6,747402,6,1,3,2,69,1,1,30
7,747402,6,1,3,2,71,1,1,30
1,747502,6,2,3,3,56,2,1,150
7,747502,6,2,3,3,67,2,1,30
1,747602,12,0,5,6,59,1,1,70
7,747602,12,0,5,6,70,1,1,10
1,747702,6,2,2,2,61,2,1,350
5,747702,6,2,2,2,68,2,1,70
1,747802,6,1,2,2,58,1,1,150
7,747802,6,1,2,2,69,1,1,30
1,747902,6,2,2,2,49,4,1,200
6,747902,6,2,2,2,58,4,1,30
7,747902,6,2,2,2,60,4,1,150
1,748102,6,2,4,2,54,2,1,80
6,748102,6,2,4,2,63,2,1,30
7,748102,6,2,4,2,65,2,1,150
1,748202,6,2,2,3,55,2,1,150
6,748202,6,2,2,3,64,2,1,50
7,748202,6,2,2,3,66,2,1,145
1,748302,6,2,4,3,49,2,1,100
2,748302,6,2,4,3,50,2,1,100
3,748302,6,2,4,3,52,2,1,200
5,748302,6,2,4,3,56,2,1,10
6,748302,6,2,4,3,58,2,1,30
7,748302,6,2,4,3,60,2,1,130
1,748601,6,3,5,3,58,2,1,50
2,748601,6,3,5,3,59,2,1,50
3,748601,6,3,5,3,61,2,1,100
4,748601,6,3,5,3,63,2,1,150
5,748601,6,3,5,3,65,2,1,150
6,748601,6,3,5,3,67,2,1,83
7,748601,6,3,5,3,69,2,1,100
1,748902,5,3,3,2,44,4,1,250
2,748902,5,3,3,2,45,4,1,200
3,748902,5,3,3,2,47,4,1,250
4,748902,5,3,3,2,49,4,1,120
5,748902,5,3,3,2,51,4,1,150
6,748902,5,3,3,2,53,4,1,200
7,748902,5,3,3,2,55,4,1,130
2,748906,2,6,4,3,20,7,2,160
1,749102,6,2,2,2,38,5,1,77
2,749102,6,2,2,2,39,5,1,80
4,749102,6,2,2,2,43,5,1,120
5,749102,6,2,2,2,45,5,1,135
6,749102,6,2,2,2,47,5,1,168
7,749102,6,2,2,2,49,5,1,170
2,749202,6,2,4,3,64,1,1,20
3,749202,6,2,4,3,66,1,1,40
1,749401,6,2,3,2,59,2,1,30
2,749401,6,2,3,2,60,2,1,30
3,749401,6,2,3,2,62,2,1,50
7,749602,6,2,4,3,66,2,1,80
1,749701,6,2,3,2,62,2,1,50
2,749701,6,2,3,2,63,2,1,100
3,749701,6,2,3,2,65,2,1,50
4,749701,6,2,3,2,67,2,1,50
5,749701,6,2,3,2,69,2,1,40
6,749701,6,2,3,2,71,2,1,25
7,749701,6,2,3,2,73,2,1,50
2,749903,6,2,3,3,31,7,1,150
7,750002,12,0,5,6,71,2,1,70
1,750202,6,2,4,2,42,5,1,60
4,750202,6,2,4,2,47,5,1,100
5,750202,6,2,4,2,49,5,1,130
6,750202,6,2,4,2,51,5,1,180
7,750202,6,2,4,2,53,5,1,185
4,750203,7,4,3,2,21,6,2,85
4,750204,7,4,3,1,19,6,2,80
5,750204,7,4,3,1,21,6,2,130
1,750302,6,2,3,2,55,2,1,45
2,750302,6,2,3,2,56,2,1,50
3,750302,6,2,3,2,58,2,1,60
4,750302,6,2,3,2,60,2,1,30
5,750302,6,2,3,2,62,2,1,30
6,750302,6,2,3,2,64,2,1,35
3,750402,4,3,2,2,46,5,1,70
4,750402,4,3,2,2,48,5,1,80
5,750402,4,3,2,2,50,5,1,80
6,750402,4,3,2,2,52,5,1,100
7,750402,4,3,2,2,54,5,1,100
3,750403,5,4,3,3,23,7,2,200
4,750403,5,4,3,3,25,7,2,130
5,750403,5,4,3,3,27,7,2,180
6,750403,5,4,3,3,29,7,2,250
7,750403,5,4,3,3,31,7,2,250
1,750502,12,0,5,6,53,2,1,150
6,750502,12,0,5,6,62,2,1,250
1,750602,6,2,3,2,60,2,1,70
2,750602,6,2,3,2,61,2,1,100
3,750602,6,2,3,2,63,2,1,60
4,750602,6,2,3,2,65,2,1,60
5,750602,6,2,3,2,67,2,1,70
6,750602,6,2,3,2,69,2,1,40
7,750602,6,2,3,2,71,2,1,40
1,750702,3,2,4,4,58,2,1,100
1,750802,6,2,3,2,48,3,1,150
6,750802,6,2,3,2,57,3,1,50
7,750802,6,2,3,2,59,3,1,100
2,750804,6,4,3,3,21,6,2,120
3,750804,6,4,3,3,23,6,1,180
4,750804,6,4,3,3,25,6,1,180
5,750804,6,4,3,3,27,6,1,300
6,750804,6,4,3,3,29,6,1,280
7,750804,6,4,3,3,31,6,1,330
1,750902,6,2,2,2,48,4,1,50
2,750902,6,2,2,2,49,4,1,40
3,750902,6,2,2,2,51,4,1,20
4,750902,6,2,2,2,53,4,1,50
5,750902,6,2,2,2,55,4,1,40
1,751001,6,2,5,2,53,2,1,50
2,751001,6,2,5,2,54,2,1,100
3,751001,6,2,5,2,56,2,1,100
4,751001,6,2,5,2,58,2,1,80
5,751001,6,2,5,2,60,2,1,40
6,751001,6,2,5,2,62,2,1,40
7,751001,6,2,5,2,64,2,1,160
4,751102,6,2,3,2,36,4,1,10
6,751102,6,2,3,2,40,4,1,120
7,751102,6,2,3,2,42,4,1,170
6,751201,6,2,4,2,40,5,1,140
1,751301,6,1,5,2,38,3,1,68
2,751301,6,1,5,2,39,3,1,70
3,751301,6,1,5,2,41,3,1,100
4,751301,6,1,5,2,43,3,1,80
5,751301,6,1,5,2,45,3,1,90
6,751301,6,1,5,2,47,3,1,200
7,751301,6,1,5,2,49,3,1,150
1,751402,12,0,3,6,57,2,1,70
2,751402,12,0,3,6,58,2,1,60
3,751402,12,0,3,6,60,2,1,60
4,751402,12,0,3,6,62,2,1,70
5,751402,12,0,3,6,64,2,1,80
6,751402,12,0,3,6,66,2,1,120
1,751502,8,4,2,2,37,5,1,40
2,751502,8,4,2,2,38,5,1,40
3,751502,8,4,2,2,40,5,1,40
4,751502,8,4,2,2,42,5,1,50
5,751502,8,4,2,2,44,5,1,120
6,751502,8,4,2,2,46,5,1,150
7,751502,8,4,2,2,48,5,1,150
1,751601,12,0,5,6,58,1,1,150
2,751601,12,0,5,6,59,1,1,130
3,751601,12,0,5,6,61,1,1,50
4,751601,12,0,5,6,63,1,1,80
5,751601,12,0,5,6,65,1,1,40
6,751601,12,0,5,6,67,1,1,100
7,751601,12,0,5,6,69,1,1,100
1,751702,6,2,3,2,51,3,1,300
6,751702,6,2,3,2,60,3,1,200
7,751702,6,2,3,2,62,3,1,150
1,751801,6,2,4,3,59,1,1,150
2,751801,6,2,4,3,60,1,1,130
3,751801,6,2,4,3,62,1,1,100
4,751801,6,2,4,3,64,1,1,80
5,751801,6,2,4,3,66,1,1,90
6,751801,6,2,4,3,68,1,1,80
7,751801,6,2,4,3,70,1,1,100
1,751901,12,0,4,6,59,2,1,150
2,751901,12,0,4,6,60,2,1,130
3,751901,12,0,4,6,62,2,1,100
4,751901,12,0,4,6,64,2,1,120
5,751901,12,0,4,6,66,2,1,50
