WAVE,OPID,P011505,P011510,P011518,P011508,P99AG,P99ED01,P04ML01,JOBSAL
조사회차,패널ID,15세 아버지 직업,아버지 최종학력,15세 가정 형편,15세 부모님 관계,연령,학력,결혼경험,월 급여
1,596002,7,3,3,2,35,5,1,150
2,596002,7,3,3,2,36,5,1,160
3,596002,7,3,3,2,38,5,1,100
4,596002,7,3,3,2,40,5,1,100
5,596002,7,3,3,2,42,5,1,120
7,596002,7,3,3,2,46,5,1,300
1,596102,6,2,4,3,38,4,1,150
2,596102,6,2,4,3,39,4,1,80
3,596102,6,2,4,3,41,4,1,85
4,596102,6,2,4,3,43,4,1,70
5,596102,6,2,4,3,45,4,1,120
6,596102,6,2,4,3,47,4,1,180
7,596102,6,2,4,3,49,4,1,150
4,596202,5,3,2,3,57,4,1,69
5,596202,5,3,2,3,59,4,1,100
6,596202,5,3,2,3,61,4,1,300
7,596202,5,3,2,3,63,4,1,100
7,596402,6,2,4,3,74,2,1,40
1,596501,6,2,4,4,62,2,1,50
3,596501,6,2,4,4,65,2,1,60
4,596501,6,2,4,4,67,2,1,50
5,596501,6,2,4,4,69,2,1,40
6,596501,6,2,4,4,71,2,1,100
7,596501,6,2,4,4,73,2,1,30
5,596602,6,1,4,4,62,2,1,100
3,597102,5,4,2,2,29,4,1,10
4,597102,5,4,2,2,31,4,1,50
5,597102,5,4,2,2,33,4,1,130
6,597102,5,4,2,2,35,4,1,140
7,597102,5,4,2,2,37,4,1,150
1,597301,3,4,3,1,42,4,1,100
2,597301,3,4,3,1,43,4,1,100
4,597301,3,4,3,1,47,4,1,80
5,597301,3,4,3,1,49,4,1,130
6,597301,3,4,3,1,51,4,1,150
1,597402,7,2,3,3,45,5,1,140
3,597402,7,2,3,3,48,5,1,150
4,597402,7,2,3,3,50,5,1,200
5,597402,7,2,3,3,52,5,1,200
6,597402,7,2,3,3,54,5,1,240
7,597402,7,2,3,3,56,5,1,170
2,597502,7,3,2,4,39,5,1,80
1,597601,5,5,2,1,58,5,1,60
2,597601,5,5,2,1,59,5,1,12
3,597601,5,5,2,1,61,5,1,10
4,597601,5,5,2,1,63,5,1,75
6,597601,5,5,2,1,67,5,1,85
2,597702,7,3,4,2,33,7,1,110
3,597702,7,3,4,2,35,7,1,100
4,597702,7,3,4,2,37,7,1,170
7,597902,7,2,3,3,34,4,1,170
4,598102,6,2,4,2,50,4,1,300
5,598102,6,2,4,2,52,4,1,230
6,598102,6,2,4,2,54,4,1,180
7,598102,6,2,4,2,56,4,1,200
4,598202,9,2,4,3,44,4,1,500
5,598202,9,2,4,3,46,4,1,500
6,598202,9,2,4,3,48,4,1,417
7,598202,9,2,4,3,50,4,1,500
4,598203,1,6,3,2,23,7,2,170
2,598304,9,3,3,2,29,9,2,50
4,598304,9,3,3,2,33,9,1,120
5,598304,9,3,3,2,35,9,1,120
1,598402,6,1,3,3,52,2,1,30
1,598701,9,2,4,2,34,4,1,150
2,598701,9,2,4,2,35,4,1,100
4,598701,9,2,4,2,39,4,1,180
5,598701,9,2,4,2,41,4,1,220
6,598701,9,2,4,2,43,4,1,250
7,598701,9,2,4,2,45,4,1,380
1,598902,8,2,4,2,23,4,2,110
3,598902,8,2,4,2,26,4,2,100
1,599302,6,4,2,2,41,6,1,100
2,599302,6,4,2,2,42,6,1,100
3,599302,6,4,2,2,44,6,1,100
4,599302,6,4,2,2,46,6,1,230
7,599302,6,4,2,2,52,6,1,200
2,599402,3,6,2,1,43,5,1,100
3,599402,3,6,2,1,45,5,1,200
4,599502,6,2,4,3,38,5,1,30
5,599502,6,2,4,3,40,5,1,60
6,599502,6,2,4,3,42,5,1,70
7,599502,6,2,4,3,44,5,1,60
3,599602,4,4,3,3,30,7,1,200
6,599802,6,2,3,2,64,4,1,20
7,599802,6,2,3,2,66,4,1,50
1,599902,9,4,3,4,36,7,1,40
2,599902,9,4,3,4,37,7,1,40
3,599902,9,4,3,4,39,7,1,36
4,599902,9,4,3,4,41,7,1,50
5,599902,9,4,3,4,43,7,1,110
6,599902,9,4,3,4,45,7,1,140
1,600101,5,2,4,6,32,4,1,50
2,600101,5,2,4,6,33,4,1,60
3,600101,5,2,4,6,35,4,1,90
4,600101,5,2,4,6,37,4,1,130
5,600101,5,2,4,6,39,4,1,100
6,600101,5,2,4,6,41,4,1,120
7,600101,5,2,4,6,43,4,1,190
1,600302,4,4,3,2,30,6,1,100
2,600302,4,4,3,2,31,6,1,100
3,600302,4,4,3,2,33,6,1,130
4,600302,4,4,3,2,35,6,1,150
5,600302,4,4,3,2,37,6,1,250
6,600302,4,4,3,2,39,6,1,150
7,600302,4,4,3,2,41,6,1,165
4,600402,12,0,4,6,35,4,1,120
5,600402,12,0,4,6,37,4,1,150
6,600402,12,0,4,6,39,4,1,150
7,600402,12,0,4,6,41,4,1,150
2,600502,12,0,4,6,30,6,1,120
3,600502,12,0,4,6,32,6,1,150
1,600601,12,0,3,6,37,4,1,150
2,600601,12,0,3,6,38,4,1,300
3,600601,12,0,3,6,40,4,1,200
1,600702,4,2,3,4,28,6,1,120
4,600802,3,4,3,2,39,4,1,140
5,600802,3,4,3,2,41,4,1,150
7,600802,3,4,3,2,45,4,1,150
7,600902,6,2,4,4,51,4,1,30
6,601002,9,2,3,4,48,4,1,130
7,601002,9,2,3,4,50,4,1,160
1,601202,6,3,3,1,39,7,1,150
2,601202,6,3,3,1,40,7,1,125
3,601202,6,3,3,1,42,7,1,150
4,601202,6,3,3,1,44,7,1,185
5,601202,6,3,3,1,46,7,1,195
6,601202,6,3,3,1,48,7,1,200
7,601202,6,3,3,1,50,7,1,210
1,601401,8,3,3,1,24,4,2,200
5,601401,8,3,3,1,31,4,1,330
6,601401,8,3,3,1,33,4,1,300
7,601401,8,3,3,1,35,4,1,300
1,601602,2,3,4,3,43,7,1,220
2,601602,2,3,4,3,44,7,1,200
3,601602,2,3,4,3,46,7,1,130
4,601602,2,3,4,3,48,7,1,200
5,601602,2,3,4,3,50,7,1,300
4,601702,11,4,5,6,29,3,1,30
5,601702,11,4,5,6,31,3,1,250
6,601702,11,4,5,6,33,3,1,190
7,601702,11,4,5,6,35,3,1,197
3,601902,6,3,3,1,36,6,1,100
4,601902,6,3,3,1,38,6,1,200
5,601902,6,3,3,1,40,6,1,250
6,601902,6,3,3,1,42,6,1,300
7,601902,6,3,3,1,44,6,1,180
6,602002,6,2,2,1,43,4,1,100
5,602102,6,2,4,3,47,4,1,80
3,602103,8,4,3,2,19,6,2,130
5,602202,6,2,4,3,50,4,1,165
6,602202,6,2,4,3,52,4,1,150
7,602202,6,2,4,3,54,4,1,180
1,602302,8,5,1,4,27,7,1,50
6,602302,8,5,1,4,36,7,1,35
7,602302,8,5,1,4,38,7,1,40
4,602502,4,3,3,3,33,4,1,40
5,602502,4,3,3,3,35,4,1,45
4,602805,6,2,4,3,52,3,1,120
4,602806,7,2,3,3,27,7,2,130
5,603102,6,2,3,2,71,3,1,35
6,603102,6,2,3,2,73,3,1,40
7,603102,6,2,3,2,75,3,1,40
3,603302,6,2,3,2,49,5,1,100
4,603302,6,2,3,2,51,5,1,100
5,603302,6,2,3,2,53,5,1,100
6,603302,6,2,3,2,55,5,1,130
7,603302,6,2,3,2,57,5,1,150
7,603402,6,2,5,6,58,3,1,150
1,603602,6,3,4,3,45,8,1,300
2,603602,6,3,4,3,46,8,1,400
3,603602,6,3,4,3,48,8,1,400
4,603602,6,3,4,3,50,8,1,470
5,603602,6,3,4,3,52,8,1,500
1,603701,6,1,4,1,40,4,1,80
2,603701,6,1,4,1,41,4,1,86
3,603701,6,1,4,1,43,4,1,120
4,603701,6,1,4,1,45,4,1,120
5,603701,6,1,4,1,47,4,1,75
6,603701,6,1,4,1,49,4,1,165
7,603701,6,1,4,1,51,4,1,170
1,604002,8,5,3,2,37,7,1,400
2,604002,8,5,3,2,38,7,1,350
3,604002,8,5,3,2,40,7,1,400
4,604002,8,5,3,2,42,8,1,400
5,604002,8,5,3,2,44,8,1,450
6,604002,8,5,3,2,46,8,1,430
7,604002,8,5,3,2,48,8,1,500
1,604103,7,4,3,2,29,6,2,100
2,604103,7,4,3,2,30,6,2,100
4,604103,7,4,3,2,34,6,2,150
5,604103,7,4,3,2,36,6,2,200
1,604203,8,4,3,3,22,6,2,100
3,604203,8,4,3,3,25,6,2,140
3,604204,2,4,3,2,21,6,2,100
7,604502,3,2,3,2,65,3,1,50
2,604601,6,2,3,4,36,6,1,100
3,604601,6,2,3,4,38,6,1,130
4,604601,6,2,3,4,40,6,1,200
5,604702,5,2,4,3,44,4,1,146
6,604802,6,3,3,3,42,5,1,100
7,604902,5,4,3,3,42,7,1,160
1,605002,8,4,3,3,32,8,1,15
7,605002,8,4,3,3,43,8,1,60
1,605202,3,2,2,2,62,4,1,130
2,605202,3,2,2,2,63,4,1,100
3,605202,3,2,2,2,65,4,1,100
4,605202,3,2,2,2,67,4,1,85
5,605202,3,2,2,2,69,4,1,350
6,605202,3,2,2,2,71,4,1,100
1,605203,3,4,2,2,25,7,2,80
2,605203,3,4,2,2,26,7,2,100
3,605203,3,4,2,2,28,7,2,120
4,605203,3,4,2,2,30,7,2,120
7,605203,3,4,2,2,36,7,1,50
4,605302,6,2,4,2,38,4,1,110
3,605404,6,1,3,2,32,6,1,150
1,605503,3,4,3,2,26,7,2,180
3,605503,3,4,3,2,29,7,2,200
4,605503,3,4,3,2,31,7,2,300
5,605503,3,4,3,2,33,7,2,300
6,605503,3,4,3,2,35,7,2,200
1,605602,6,2,4,2,62,2,1,80
2,605602,6,2,4,2,63,2,1,40
3,605602,6,2,4,2,65,2,1,30
1,605802,6,1,4,2,33,7,1,100
2,605802,6,1,4,2,34,7,1,100
3,605802,6,1,4,2,36,7,1,80
4,605802,6,1,4,2,38,7,1,280
5,605802,6,1,4,2,40,7,1,200
6,605802,6,1,4,2,42,7,1,150
7,605802,6,1,4,2,44,7,1,200
1,606002,9,-9,3,2,34,5,1,75
2,606002,9,-9,3,2,35,5,1,90
3,606002,9,-9,3,2,37,5,1,60
4,606002,9,-9,3,2,39,5,1,100
5,606002,9,-9,3,2,41,5,1,180
6,606002,9,-9,3,2,43,5,1,200
7,606002,9,-9,3,2,45,5,1,200
1,606102,7,2,4,2,42,5,1,100
2,606102,7,2,4,2,43,5,1,150
3,606102,7,2,4,2,45,5,1,180
4,606102,7,2,4,2,47,5,1,230
5,606102,7,2,4,2,49,5,1,130
6,606102,7,2,4,2,51,5,1,240
7,606102,7,2,4,2,53,5,1,300
1,606302,8,1,4,2,52,2,1,50
3,606302,8,1,4,2,55,2,1,50
4,606302,8,1,4,2,57,2,1,50
5,606302,8,1,4,2,59,2,1,90
6,606302,8,1,4,2,61,2,1,40
7,606302,8,1,4,2,63,2,1,50
2,606402,3,4,3,2,33,4,1,18
3,606402,3,4,3,2,35,4,1,120
4,606402,3,4,3,2,37,4,1,60
1,606901,12,0,3,6,24,4,2,160
2,606901,12,0,3,6,25,4,2,150
3,606901,12,0,3,6,27,4,2,220
4,606901,12,0,3,6,29,4,2,360
5,606901,12,0,3,6,31,4,2,150
6,606901,12,0,3,6,33,4,2,300
1,606902,12,0,3,6,21,5,2,120
2,606902,12,0,3,6,22,5,2,130
3,606902,12,0,3,6,24,5,2,150
4,606903,6,3,4,2,54,3,1,60
5,606903,6,3,4,2,56,4,1,140
1,607101,2,7,3,2,24,7,2,100
2,607101,2,7,3,2,25,7,2,110
3,607101,2,7,3,2,27,7,2,250
4,607101,2,7,3,2,29,7,2,100
5,607101,2,7,3,2,31,7,2,250
6,607101,2,7,3,2,33,7,1,40
7,607101,2,7,3,2,35,7,1,180
1,607202,4,2,3,4,41,7,1,200
5,607602,6,1,3,2,42,5,1,100
6,607602,6,1,3,2,44,5,1,100
1,607801,6,1,3,4,61,2,1,30
2,607801,6,1,3,4,62,2,1,30
3,607801,6,1,3,4,64,2,1,50
4,607801,6,1,3,4,66,2,1,30
5,607801,6,1,3,4,68,2,1,60
6,607801,6,1,3,4,70,2,1,40
7,607801,6,1,3,4,72,2,1,45
1,607901,6,1,5,2,64,1,1,10
2,607901,6,1,5,2,65,1,1,20
3,607901,6,1,5,2,67,1,1,40
4,607901,6,1,5,2,69,1,1,20
