,,성장환경,,,,개인 spec.,,,,,,일자리 특징,,,,종속변수,,,,,,,,
WAVE,OPID,P011505,P011510,P011518,P011508,P99AG,P99ED01,P04ML01,P02ED07,P02MC01,P02ED16,WCSEL01,PP99RA,WCKD,WCEMP,JOBSAL,P03SJ01,P03RT04,P03JH03,P06SJ01,P06RT04,W10EJ01B,W09SJ01,W09TW09D
조사회차,패널ID,15세 아버지 직업,아버지 최종학력,15세 가정 형편,15세 부모님 관계,연령,학력,결혼경험,고등학교 종류,대학전공,대학소재지,일자리구분(정규/비정규),직위,직장종류,사업체 직원 수,월 급여,첫 직장입직,첫 직장 퇴직,첫직장 유지,새로운 일자리 입직,하던일 퇴직,최근 일자리 그만둔 시점,이전일자리 입직,이전일자리 퇴직
4,4602,1,2,4,4,30,4,1,,,,,5,,,10,,,,,,,,
5,4602,1,2,4,4,32,4,1,,,,,,,,,,,,,,,,
6,4602,1,2,4,4,34,4,1,,,,1,1,1,1,130,,,,,,,,
7,4602,1,2,4,4,36,4,1,,,,,,,,,,,,,,,,
1,4701,9,3,3,4,59,4,1,3,,,,,,,,1966,1966,2,,,2007,2006,2007
2,4701,9,3,3,4,60,4,1,,,,1,1,1,3,110,,,,,,,,
3,4701,9,3,3,4,62,4,1,,,,,,,,,,,,,,,,
1,4801,9,3,5,3,30,4,1,3,,,,,,,,1992,1994,2,,,2004,2002,2004
2,4801,9,3,5,3,31,4,1,,,,,,,,,,,,,,,,
3,4801,9,3,5,3,33,4,1,,,,,,,,,,,,,,,,
4,4801,9,3,5,3,35,4,1,,,,,,,,,,,,,,,,
5,4801,9,3,5,3,37,4,1,,,,,,,,,,,,,,,,
6,4801,9,3,5,3,39,4,1,,,,,,,,,,,,,,,,
7,4801,9,3,5,3,41,4,1,,,,,,,,,,,,,,,,
1,4902,9,2,3,3,33,4,1,3,,,,,,,,1993,1994,2,,2006,2006,2003,2006
2,4902,9,2,3,3,34,4,1,,,,,,,,,,,,,,,,
6,4902,9,2,3,3,42,4,1,,,,,5,,,80,,,,,,,,
7,4902,9,2,3,3,44,4,1,,,,,5,,,80,,,,,,,,
1,5002,6,2,3,3,47,5,1,1,,,,2,,,-9,1980,1982,2,,1984,,2005,2006
2,5002,6,2,3,3,48,5,1,,,,,2,,,100,,,,,,,,
3,5002,6,2,3,3,50,5,1,,,,,2,,,100,,,,,,,,
4,5002,6,2,3,3,52,5,1,,,,2,1,1,2,100,,,,,,,,
5,5002,6,2,3,3,54,5,1,,,,,,,,,,,,,,,,
6,5002,6,2,3,3,56,5,1,,,,,,,,,,,,,,,,
7,5002,6,2,3,3,58,5,1,,,,,,,,,,,,,,,,
1,5003,7,4,3,2,23,6,2,1,5,1,,,,,,,,,,,,,
2,5003,7,4,3,2,24,6,2,,,,,,,,,,,,,,,,
3,5003,7,4,3,2,26,6,2,,,,,,,,,,,,,,,,
4,5003,7,4,3,2,28,6,2,,,,,,,,,,,,,,,,
5,5003,7,4,3,2,30,6,2,,,,,,,,,,,,,,,,
6,5003,7,4,3,2,32,6,2,,,,2,1,1,1,150,,,,,,,,
7,5003,7,4,3,2,34,6,1,,,,2,1,1,7,240,,,,2018,,,,
1,5102,1,4,2,2,36,5,1,2,,,,,,,,1991,1993,2,,-9,2002,2001,2002
5,5102,1,4,2,2,43,5,1,,,,,,,,,,,,,,,,
1,5202,6,1,1,4,55,2,1,,,,,,,,,1990,2001,2,,,2001,1990,2001
2,5202,6,1,1,4,56,2,1,,,,,,,,,,,,,,,,
3,5202,6,1,1,4,58,2,1,,,,,,,,,,,,,,,,
4,5202,6,1,1,4,60,2,1,,,,,,,,,,,,,,,,
5,5202,6,1,1,4,62,2,1,,,,,,,,,,,,,,,,
6,5202,6,1,1,4,64,2,1,,,,,,,,,,,,,,,,
7,5202,6,1,1,4,66,2,1,,,,,,,,,,,,,,,,
1,5302,3,6,2,2,33,6,1,-9,5,8,,,,,,1996,1996,2,,,2002,1999,2002
1,5402,12,6,5,6,54,3,1,,,,,,,,,1972,1975,2,,,1975,1972,1975
2,5402,12,6,5,6,55,3,1,,,,,,,,,,,,,,,,
3,5402,12,6,5,6,57,3,1,,,,,,,,,,,,,,,,
4,5402,12,6,5,6,59,3,1,,,,,,,,,,,,,,,,
5,5402,12,6,5,6,61,3,1,,,,,,,,,,,,,,,,
6,5402,12,6,5,6,63,3,1,,,,,,,,,,,,,,,,
7,5402,12,6,5,6,65,3,1,,,,,,,,,,,,,,,,
1,5404,11,3,2,2,20,6,2,1,1,1,,,,,,,,,,,,,
2,5404,11,3,2,2,21,6,2,,,,,,,,,,,,,,,,
3,5404,11,3,2,2,23,6,1,,,,,,,,,,,,,,,,
1,5502,5,2,2,2,54,5,1,2,,,,2,,,80,1974,1975,2,,,,,
2,5502,5,2,2,2,55,5,1,,,,,2,,,300,,,,,,,,
3,5502,5,2,2,2,57,5,1,,,,,2,,,300,,,,,,,,
4,5502,5,2,2,2,59,5,1,,,,,2,,,320,,,,,,,,
5,5502,5,2,2,2,61,5,1,,,,,,,,,,,,,,,,
6,5502,5,2,2,2,63,5,1,,,,,,,,,,,,,,,,
7,5502,5,2,2,2,65,5,1,,,,,,,,,,,,,,,,
1,5602,6,3,1,2,34,7,1,-9,2,1,,,,,,1994,1995,2,,,2006,2006,2006
2,5602,6,3,1,2,35,7,1,,,,,,,,,,,,,,,,
1,5702,2,4,2,2,35,6,1,1,6,1,1,1,3,3,125,1996,1999,2,,1999,,2004,2006
2,5702,2,4,2,2,36,7,1,,-9,-9,,,,,,,,,,,,,
3,5702,2,4,2,2,38,7,1,,,,1,1,1,1,120,,,,,,,,
4,5702,2,4,2,2,40,7,1,,,,2,1,1,5,100,,,,,,,,
5,5702,2,4,2,2,42,7,1,,,,2,1,1,4,150,,,,,,,,
6,5702,2,4,2,2,44,7,1,,,,2,1,1,3,170,,,,,,,,
7,5702,2,4,2,2,46,7,1,,,,2,1,1,4,250,,,,,,,,
1,5802,6,2,3,3,54,3,1,,,,,,,,,,,,,,,,
2,5802,6,2,3,3,55,3,1,,,,,,,,,,,,,,,,
4,5802,6,2,3,3,59,3,1,,,,,,,,,,,,,,,,
5,5802,6,2,3,3,61,3,1,,,,,,,,,,,,,,,,
6,5802,6,2,3,3,63,3,1,,,,2,1,1,1,160,,,,,,,,
7,5802,6,2,3,3,65,3,1,,,,2,1,1,1,40,,,,,,,,
1,5902,7,2,4,5,39,4,1,3,,,,2,,,300,1982,1988,2,,1991,,1993,1997
2,5902,7,2,4,5,40,4,1,,,,,2,,,0,,,,,,,,
3,5902,7,2,4,5,42,4,1,,,,,2,,,0,,,,,,,,
4,5902,7,2,4,5,44,4,1,,,,,2,,,250,,,,,,,,
1,6001,9,2,3,4,55,3,1,,,,,,,,,1966,1968,2,,,1970,1967,1970
2,6001,9,2,3,4,56,3,1,,,,,,,,,,,,,,,,
3,6001,9,2,3,4,58,3,1,,,,,,,,,,,,,,,,
4,6001,9,2,3,4,60,3,1,,,,,,,,,,,,,,,,
5,6001,9,2,3,4,62,3,1,,,,,,,,,,,,,,,,
6,6001,9,2,3,4,64,3,1,,,,,,,,,,,,,,,,
7,6001,9,2,3,4,66,3,1,,,,,,,,,,,,,,,,
1,6101,4,4,4,4,29,7,2,-9,11,1,,,,,,2005,2007,2,,,2006,2005,2006
1,6201,2,6,3,2,34,8,2,-9,-9,1,,,,,,1998,,-9,,,2007,2007,2007
1,6302,2,5,2,4,49,7,1,1,2,2,,2,,,200,1980,-9,2,,,,1980,1981
2,6302,2,5,2,4,50,7,1,,,,,5,,,100,,,,,,,,
3,6302,2,5,2,4,52,7,1,,,,,5,,,150,,,,,,,,
4,6302,2,5,2,4,54,7,1,,,,,5,,,250,,,,,,,,
5,6302,2,5,2,4,56,7,1,,,,,5,,,120,,,,,,,,
6,6302,2,5,2,4,58,7,1,,,,2,1,1,1,80,,,,,,,,
7,6302,2,5,2,4,60,7,1,,,,2,1,1,1,140,,,,,,,,
3,6303,1,6,2,1,25,7,2,1,3,1,1,1,1,7,380,2010,,1,,,,,
4,6303,1,6,2,1,27,7,2,,,,1,1,1,7,375,,,,,,,,
5,6303,1,6,2,1,29,7,2,,,,1,1,1,7,583,,,,,,,,
6,6303,1,6,2,1,31,7,2,,,,1,1,1,7,540,,,,,,,,
7,6303,1,6,2,1,33,7,2,,,,1,1,1,7,500,,,,,,,,
3,6304,1,6,2,1,23,7,2,2,9,6,,,,,,,,,,,,,
4,6304,1,6,2,1,25,8,2,,,,,,,,,,,,,,,,
5,6304,1,6,2,1,27,8,2,,,,,,,,,,,,,,,,
1,6402,5,3,2,2,34,6,1,-9,-9,-9,,,,,,1992,1998,2,,1998,1998,1992,1998
2,6402,5,3,2,2,35,6,1,,,,,,,,,,,,,,,,
3,6402,5,3,2,2,37,6,1,,,,,,,,,,,,,,,,
4,6402,5,3,2,2,39,6,1,,,,2,1,1,1,30,,,,,,,,
5,6402,5,3,2,2,41,6,1,,,,,,,,,,,,,,,,
6,6402,5,3,2,2,43,6,1,,,,,,,,,,,,,,,,
1,6502,4,4,3,2,36,4,1,3,,,,,,,,1989,1990,2,,2004,,1994,2004
1,6602,2,4,2,3,32,6,1,-9,-9,4,,,,,,1997,1998,2,,2002,2006,2004,2006
2,6602,2,4,2,3,33,6,1,,,,,,,,,,,,,,,,
3,6602,2,4,2,3,35,6,1,,,,,,,,,,,,,,,,
4,6602,2,4,2,3,37,6,1,,,,,,,,,,,,,,,,
5,6602,2,4,2,3,39,6,1,,,,,,,,,,,,,,,,
6,6602,2,4,2,3,41,6,1,,,,,,,,,,,,,,,,
7,6602,2,4,2,3,43,6,1,,,,,,,,,,,,,,,,
1,6702,3,4,3,4,40,-9,1,,,,,,,,,1988,1991,2,,1997,1997,1994,1997
2,6702,3,4,3,4,41,-9,1,,,,,,,,,,,,,,,,
1,6801,2,4,3,3,37,4,1,3,,,1,1,1,3,130,2000,2001,2,,-9,,2000,2002
2,6801,2,4,3,3,38,4,1,,,,1,1,1,1,150,,,,,,,,
3,6801,2,4,3,3,40,4,1,,,,1,1,1,1,180,,,,,,,,
4,6801,2,4,3,3,42,4,1,,,,1,1,1,1,120,,,,,,,,
5,6801,2,4,3,3,44,4,1,,,,,,,,,,,,,,,,
6,6801,2,4,3,3,46,4,1,,,,2,1,1,2,150,,,,,,,,
7,6801,2,4,3,3,48,4,1,,,,2,1,1,1,150,,,,,,,,
1,6902,12,4,5,6,44,-9,1,,,,2,1,1,1,50,1976,1976,2,,,,1978,2002
2,6902,12,4,5,6,45,-9,1,,,,2,1,1,1,100,,,,,,,,
3,6902,12,4,5,6,47,-9,1,,,,2,1,1,1,100,,,,,,,,
4,6902,12,4,5,6,49,-9,1,,,,2,1,1,2,120,,,,,,,,
5,6902,12,4,5,6,51,-9,1,,,,2,1,1,1,130,,,,,,,,
6,6902,12,4,5,6,53,-9,1,,,,2,1,1,1,150,,,,,,,,
7,6902,12,4,5,6,55,-9,1,,,,2,1,1,1,180,,,,,,,,
1,7003,9,3,3,2,36,5,2,1,,,,,,,,,,,,,,,
2,7003,9,3,3,2,37,5,2,,,,,,,,,,,,,,,,
3,7003,9,3,3,2,39,5,2,,,,,,,,,,,,,,,,
4,7003,9,3,3,2,41,5,2,,,,,,,,,,,,,,,,
5,7003,9,3,3,2,43,5,2,,,,,,,,,,,,,,,,
6,7003,9,3,3,2,45,5,2,,,,,,,,,,,,,,,,
7,7003,9,3,3,2,47,5,2,,,,,,,,,,,,,,,,
1,7102,12,3,5,6,53,-9,1,,,,2,1,1,1,50,1969,1970,2,,1974,,1970,1974
2,7102,12,3,5,6,54,-9,1,,,,2,1,1,1,70,,,,,,,,
5,7102,12,3,5,6,60,-9,1,,,,2,1,1,1,60,,,,,,,,
6,7102,12,3,5,6,62,-9,1,,,,,,,,,,,,,,,,
7,7102,12,3,5,6,64,-9,1,,,,,,,,,,,,,,,,
6,7103,7,3,3,3,34,5,1,-9,,,,,,,,,,,,2014,,-9,2014
7,7103,7,3,3,3,36,5,1,,,,,,,,,,,,,,,,
1,7202,5,3,1,4,36,7,1,1,12,14,,,,,,1994,1996,2,,,2002,1997,2002
1,7302,5,3,5,3,35,7,1,3,1,1,1,1,1,2,417,1991,1993,2,,,,1996,2003
2,7302,5,3,5,3,36,7,1,,,,1,1,1,3,120,,,,,,,,
3,7302,5,3,5,3,38,7,1,,,,1,1,1,4,150,,,,,,,,
1,7401,6,3,3,4,45,5,1,1,,,1,1,1,2,170,1981,1982,2,,,,1990,1996
2,7401,6,3,3,4,46,5,1,,,,1,1,1,2,190,,,,,,,,
3,7401,6,3,3,4,48,5,1,,,,1,1,1,2,190,,,,,,,,
4,7401,6,3,3,4,50,5,1,,,,1,1,1,2,180,,,,,,,,
5,7401,6,3,3,4,52,5,1,,,,,5,,,150,,,,,,,,
6,7401,6,3,3,4,54,5,1,,,,1,1,1,2,170,,,,,,,,
7,7401,6,3,3,4,56,5,1,,,,1,1,1,2,180,,,,,,,,
2,7403,12,3,4,6,20,7,2,1,1,10,,,,,,,,,,,2008,2008,2008
3,7403,12,3,4,6,22,7,2,,,,2,1,1,7,50,,,,,,,,
4,7403,12,3,4,6,24,7,2,,,,,,,,,,,,,,,,
5,7403,12,3,4,6,26,7,2,,,,,,,,,,,,,,,,
6,7403,12,3,4,6,28,7,2,,,,1,1,5,3,150,,,,,,,,
7,7403,12,3,4,6,30,7,2,,,,1,1,5,3,150,,,,,,,,
1,7502,5,4,2,2,34,5,1,2,,,,,,,,1989,2003,2,,,2003,2001,2003
2,7502,5,4,2,2,35,5,1,,,,,,,,,,,,,,,,
3,7502,5,4,2,2,37,5,1,,,,,,,,,,,,,,,,
4,7502,5,4,2,2,39,5,1,,,,,,,,,,,,,,,,
5,7502,5,4,2,2,41,5,1,,,,2,1,1,1,70,,,,,,,,
6,7502,5,4,2,2,43,5,1,,,,2,1,1,1,80,,,,,,,,
7,7502,5,4,2,2,45,5,1,,,,,,,,,,,,,,,,
1,7602,5,3,5,4,40,5,1,1,,,,,,,,1990,2004,2,,2004,2004,1990,2004
2,7602,5,3,5,4,41,5,1,,,,,,,,,,,,,,,,
3,7602,5,3,5,4,43,5,1,,,,,,,,,,,,,,,,
4,7602,5,3,5,4,45,5,1,,,,,,,,,,,,,,,,
5,7602,5,3,5,4,47,5,1,,,,,,,,,,,,,,,,
6,7602,5,3,5,4,49,5,1,,,,2,1,5,7,128,,,,,,,,
7,7602,5,3,5,4,51,5,1,,,,2,1,5,7,160,,,,,,,,
1,7702,12,3,5,6,32,7,1,-9,14,3,1,1,9,4,192,1998,,1,,,,,
2,7702,12,3,5,6,33,7,1,,,,1,1,9,4,250,,,,,,,,
3,7702,12,3,5,6,35,7,1,,,,1,1,9,4,250,,,,,,,,
4,7702,12,3,5,6,37,7,1,,,,1,1,9,4,250,,,,,,,,
5,7702,12,3,5,6,39,7,1,,,,1,1,9,4,350,,,,,,,,
6,7702,12,3,5,6,41,7,1,,,,1,1,9,4,350,,,,,,,,
7,7702,12,3,5,6,43,7,1,,,,1,1,9,5,350,,,,,,,,
1,7802,3,4,2,2,39,7,1,3,3,-9,,,,,,1987,1988,2,,1992,1991,1989,1991
2,7802,3,4,2,2,40,7,1,,,,,2,,,100,,,,,,,,
3,7802,3,4,2,2,42,7,1,,,,,2,,,100,,,,,,,,
4,7802,3,4,2,2,44,7,1,,,,,2,,,500,,,,,,,,
5,7802,3,4,2,2,46,7,1,,,,,2,,,300,,,,,,,,
6,7802,3,4,2,2,48,7,1,,,,,2,,,150,,,,,,,,
7,7802,3,4,2,2,50,7,1,,,,,2,,,180,,,,,,,,
4,7803,4,4,3,2,19,6,2,1,12,8,,,,,,,,,,,,,
5,7803,4,4,3,2,21,6,2,,,,,,,,,,,,,,,,
6,7803,4,4,3,2,23,6,2,,,,2,1,1,4,90,,,,,,,,
7,7803,4,4,3,2,25,6,2,,,,1,1,1,2,180,,,,,,,,
1,7902,1,3,2,2,41,7,1,1,5,1,,,,,,1990,1991,2,,1991,1991,1990,1991
1,8002,2,6,3,2,62,6,1,-9,14,14,,,,,,1967,1973,2,,1973,1973,1967,1973
2,8002,2,6,3,2,63,6,1,,,,,,,,,,,,,,,,
3,8002,2,6,3,2,65,6,1,,,,,,,,,,,,,,,,
4,8002,2,6,3,2,67,6,1,,,,,,,,,,,,,,,,
3,8005,1,6,2,2,32,7,2,2,5,1,,,,,,,,,,,,,
4,8005,1,6,2,2,34,7,2,,,,,,,,,,,,,,,,
1,8102,3,3,3,1,37,7,1,2,3,1,1,1,1,7,150,1997,2001,2,,,,1997,2001
2,8102,3,3,3,1,38,7,1,,,,1,1,1,7,250,,,,,,,,
3,8102,3,3,3,1,40,7,1,,,,1,1,1,7,200,,,,,,,,
4,8102,3,3,3,1,42,7,1,,,,1,1,1,7,250,,,,,,,,
5,8102,3,3,3,1,44,7,1,,,,1,1,1,7,200,,,,,,,,
6,8102,3,3,3,1,46,7,1,,,,1,1,1,3,280,,,,,,,,
7,8102,3,3,3,1,48,7,1,,,,1,1,1,7,200,,,,,,,,
1,8202,3,3,3,1,35,7,1,2,4,1,,2,,,0,2001,2005,2,,,,,
2,8202,3,3,3,1,36,7,1,,,,,2,,,350,,,,,,,,
3,8202,3,3,3,1,38,7,1,,,,,2,,,180,,,,,,,,
4,8202,3,3,3,1,40,7,1,,,,,2,,,250,,,,,,,,
5,8202,3,3,3,1,42,7,1,,,,,2,,,200,,,,,,,,
6,8202,3,3,3,1,44,7,1,,,,,,,,,,,,,,,,
7,8202,3,3,3,1,46,7,1,,,,,,,,,,,,,,,,
1,8302,6,4,2,4,39,8,1,-9,-9,-9,1,1,9,5,250,1991,1993,2,,,,2004,2007
2,8302,6,4,2,4,40,8,1,,,,1,1,1,1,200,,,,,,,,
3,8302,6,4,2,4,42,8,1,,,,1,1,1,1,200,,,,,,,,
4,8302,6,4,2,4,44,8,1,,,,1,1,1,2,417,,,,,,,,
1,8402,6,3,3,2,39,5,1,1,,,,,,,,1987,1995,2,,1993,2005,1996,2005
2,8402,6,3,3,2,40,5,1,,,,,,,,,,,,,,,,
3,8402,6,3,3,2,42,5,1,,,,,,,,,,,,,,,,
4,8402,6,3,3,2,44,5,1,,,,2,1,1,4,100,,,,,,,,
5,8402,6,3,3,2,46,5,1,,,,2,1,1,3,120,,,,,,,,
6,8402,6,3,3,2,48,5,1,,,,2,1,1,3,300,,,,,,,,
7,8402,6,3,3,2,50,5,1,,,,1,1,1,3,190,,,,,,,,
6,8403,7,6,2,2,20,7,2,1,3,1,,,,,,,,,,,,,
7,8403,7,6,2,2,22,7,2,,,,,,,,,,,,,,,,
7,8404,1,4,3,2,20,6,2,2,5,1,,,,,,,,,,,,,
1,8501,5,3,3,2,58,5,1,-9,,,,,,,,1970,1971,2,,,1971,1970,1971
2,8501,5,3,3,2,59,5,1,,,,,,,,,,,,,,,,
3,8501,5,3,3,2,61,5,1,,,,,,,,,,,,,,,,
4,8501,5,3,3,2,63,5,1,,,,,,,,,,,,,,,,
5,8501,5,3,3,2,65,5,1,,,,,,,,,,,,,,,,
6,8501,5,3,3,2,67,5,1,,,,,,,,,,,,,,,,
7,8501,5,3,3,2,69,5,1,,,,,,,,,,,,,,,,
1,8502,7,4,3,3,30,7,2,1,3,8,1,1,1,5,250,2001,2001,2,,,,2006,2007
2,8502,7,4,3,3,31,7,2,,,,1,1,1,4,150,,,,,,,,
3,8502,7,4,3,3,33,7,2,,,,1,1,1,6,200,,,,,,,,
4,8502,7,4,3,3,35,7,2,,,,1,1,1,4,180,,,,,,,,
5,8502,7,4,3,3,37,7,2,,,,1,1,1,4,200,,,,,,,,
6,8502,7,4,3,3,39,7,2,,,,1,1,1,4,200,,,,,,,,
7,8502,7,4,3,3,41,7,2,,,,1,1,1,4,250,,,,,,,,
3,8503,7,4,3,3,31,7,2,2,9,1,1,1,1,7,200,2009,,1,,,,,
5,8503,7,4,3,3,35,7,2,,,,1,1,1,7,350,,,,,,,,
7,8503,7,4,3,3,39,7,2,,,,1,1,1,7,350,,,,,,,,
1,8602,6,3,3,3,40,5,1,1,,,,,,,,1986,1994,2,,,2004,1986,1994
2,8602,6,3,3,3,41,5,1,,,,,,,,,,,,,,,,
3,8602,6,3,3,3,43,5,1,,,,,,,,,,,,,,,,
4,8602,6,3,3,3,45,5,1,,,,2,1,1,6,105,,,,,,,,
5,8602,6,3,3,3,47,5,1,,,,2,1,1,7,130,,,,,,,,
6,8602,6,3,3,3,49,5,1,,,,2,1,1,4,120,,,,,,,,
7,8602,6,3,3,3,51,5,1,,,,2,1,1,7,150,,,,,,,,
5,8603,3,6,3,2,19,6,2,1,6,1,,,,,,,,,,,,,
6,8603,3,6,3,2,21,6,2,,,,,,,,,,,,,,,,
7,8603,3,6,3,2,23,6,2,,,,,,,,,,,,,,,,
1,8702,9,2,4,2,30,4,1,3,,,,,,,,1997,2000,2,,2004,,2001,2004
2,8702,9,2,4,2,31,4,1,,,,,,,,,,,,,,,,
1,8801,4,2,3,1,28,6,2,1,10,13,1,1,1,1,130,1999,2000,2,,,,2006,2007
1,8901,10,6,3,1,25,7,2,1,3,9,1,1,1,5,130,2003,2006,2,,,,2006,2006
2,8901,10,6,3,1,26,7,2,,,,1,1,1,5,150,,,,,,,,
3,8901,10,6,3,1,28,7,2,,,,1,1,1,3,150,,,,,,,,
1,9001,3,5,3,2,25,7,2,1,3,2,1,1,1,7,200,2005,,1,,,,,
2,9001,3,5,3,2,26,7,2,,,,1,1,1,5,150,,,,,,,,
6,9001,3,5,3,2,34,7,1,,,,,,,,,,,,,,,,
7,9001,3,5,3,2,36,7,1,,,,,,,,,,,,,,,,
1,9102,3,4,3,2,26,4,1,3,,,,,,,,2000,2000,2,,2000,2006,2006,2006
2,9102,3,4,3,2,27,4,1,,,,,,,,,,,,,,,,
3,9102,3,4,3,2,29,4,1,,,,,,,,,,,,,,,,
4,9102,3,4,3,2,31,4,1,,,,,,,,,,,,,,,,
5,9102,3,4,3,2,33,4,1,,,,,,,,,,,,,,,,
6,9102,3,4,3,2,35,4,1,,,,,,,,,,,,,,,,
7,9102,3,4,3,2,37,4,1,,,,,,,,,,,,,,,,
1,9202,3,4,3,2,42,7,1,-9,14,1,,,,,,1988,1995,2,,2007,2007,2005,2007
2,9202,3,4,3,2,43,7,1,,,,,2,,,50,,,,,,,,
3,9202,3,4,3,2,45,7,1,,,,,2,,,100,,,,,,,,
4,9202,3,4,3,2,47,7,1,,,,,,,,,,,,,,,,
5,9202,3,4,3,2,49,7,1,,,,,,,,,,,,,,,,
7,9202,3,4,3,2,53,7,1,,,,,,,,,,,,,,,,
1,9302,6,3,3,2,36,5,1,1,,,,,,,,1990,1994,2,,1997,2002,2002,2002
2,9302,6,3,3,2,37,5,1,,,,,,,,,,,,,,,,
3,9302,6,3,3,2,39,5,1,,,,,,,,,,,,,,,,
4,9302,6,3,3,2,41,5,1,,,,,,,,,,,,,,,,
1,9402,8,4,3,4,25,6,2,2,14,1,2,1,1,3,150,2004,2005,2,,,,2004,2005
2,9402,8,4,3,4,26,6,2,,,,2,1,1,6,180,,,,,,,,
3,9402,8,4,3,4,28,6,1,,,,2,1,1,6,180,,,,,,,,
4,9402,8,4,3,4,30,6,1,,,,2,1,1,3,230,,,,,,,,
5,9402,8,4,3,4,32,6,1,,,,2,1,1,3,225,,,,,,,,
6,9402,8,4,3,4,34,6,1,,,,2,1,1,2,200,,,,,,,,
7,9402,8,4,3,4,36,6,1,,,,2,1,1,3,300,,,,,,,,
1,9501,6,1,5,3,64,2,1,,,,2,1,3,2,30,1960,1963,2,,1968,,1994,1997
2,9501,6,1,5,3,65,2,1,,,,,,,,,,,,,,,,
3,9501,6,1,5,3,67,2,1,,,,,,,,,,,,,,,,
4,9501,6,1,5,3,69,2,1,,,,,,,,,,,,,,,,
5,9501,6,1,5,3,71,2,1,,,,,,,,,,,,,,,,
3,9502,12,1,5,6,32,2,1,,,,1,1,1,1,200,1991,,1,,,,,
4,9502,12,1,5,6,34,2,1,,,,2,1,1,2,150,,,,,,,,
5,9502,12,1,5,6,36,2,1,,,,2,1,1,2,150,,,,,,,,
6,9502,12,1,5,6,38,2,1,,,,2,1,1,1,150,,,,,,,,
3,9503,12,1,5,6,27,4,2,3,,,2,1,1,2,150,2005,,1,,,,,
4,9503,12,1,5,6,29,4,2,,,,2,1,1,2,150,,,,,,,,
1,9603,3,4,3,2,26,6,2,2,10,8,,,,,,2000,2003,2,,,2007,2005,2007
2,9603,3,4,3,2,27,6,2,,,,,,,,,,,,,,,,
4,9603,3,4,3,2,31,6,2,,,,,,,,,,,,,,,,
6,9603,3,4,3,2,35,6,1,,,,,5,,,250,,,,,,,,
7,9603,3,4,3,2,37,6,1,,,,,,,,,,,,,,,,
1,9604,3,4,3,2,24,6,2,1,1,1,,,,,,2005,2007,2,,,2007,2005,2007
2,9604,3,4,3,2,25,6,2,,,,1,1,1,2,130,,,,,,,,
3,9604,3,4,3,2,27,6,2,,,,1,1,1,2,160,,,,,,,,
4,9604,3,4,3,2,29,6,2,,,,2,1,1,1,100,,,,,,,,
5,9604,3,4,3,2,31,6,2,,,,,,,,,,,,,,,,
6,9604,3,4,3,2,33,6,2,,,,,,,,,,,,,,,,
7,9604,3,4,3,2,35,6,2,,,,,2,,,120,,,,,,,,
1,9701,2,4,3,2,31,6,2,1,3,9,1,1,1,2,120,1998,1999,2,,,,2003,2007
2,9701,2,4,3,2,32,6,2,,,,,,,,,,,,,,,,
1,9802,6,2,3,2,44,3,1,,,,2,1,1,1,150,-9,1977,2,,,,2006,2007
2,9802,6,2,3,2,45,3,1,,,,2,1,1,2,170,,,,,,,,
3,9802,6,2,3,2,47,3,1,,,,2,1,1,2,150,,,,,,,,
1,9803,4,4,3,3,22,6,2,3,-9,-9,1,1,1,2,140,2003,,1,,,,,
2,9803,4,4,3,3,23,6,2,,,,1,1,1,2,150,,,,,,,,
3,9803,4,4,3,3,25,6,2,,,,1,1,1,2,150,,,,,,,,
5,9803,4,4,3,3,29,6,2,,,,1,1,1,3,250,,,,,,,,
6,9803,4,4,3,3,31,6,1,,,,1,1,1,3,250,,,,,,,,
7,9803,4,4,3,3,33,6,1,,,,1,1,1,3,260,,,,,,,,
1,9804,4,4,3,2,22,6,2,3,3,1,,,,,,2004,2005,2,,,2007,2007,2007
2,9804,4,4,3,2,23,6,2,,,,,,,,,,,,,,,,
3,9804,4,4,3,2,25,6,2,,,,1,1,1,4,150,,,,,,,,
6,9804,4,4,3,2,31,6,1,,,,1,1,4,6,230,,,,,,,,
7,9804,4,4,3,2,33,6,1,,,,1,1,1,6,250,,,,,,,,
2,9805,4,4,3,2,19,4,2,3,,,1,1,1,4,150,2008,,1,,,,,
3,9805,4,4,3,2,21,4,2,,,,1,1,1,4,150,,,,,,,,
1,9902,1,4,3,2,53,5,1,1,,,,,,,,1973,1976,2,,,1976,1974,1976
2,9902,1,4,3,2,54,5,1,,,,,,,,,,,,,,,,
3,9902,1,4,3,2,56,5,1,,,,,,,,,,,,,,,,
4,9902,1,4,3,2,58,5,1,,,,,,,,,,,,,,,,
5,9902,1,4,3,2,60,5,1,,,,,,,,,,,,,,,,
6,9902,1,4,3,2,62,5,1,,,,,,,,,,,,,,,,
7,9902,1,4,3,2,64,5,1,,,,,,,,,,,,,,,,
1,10004,1,5,3,2,32,7,1,2,4,1,,,,,,1998,1999,2,,,1999,1998,1999
2,10004,1,5,3,2,33,7,1,,,,,,,,,,,,,,,,
5,10004,1,5,3,2,39,7,1,,,,,,,,,,,,,,,,
6,10004,1,5,3,2,41,7,1,,,,,,,,,,,,,,,,
7,10004,1,5,3,2,43,7,1,,,,,,,,,,,,,,,,
1,10102,4,3,3,3,42,4,1,3,,,,,,,,1984,2004,2,,,2006,2005,2006
